voice,utterance,take,conversation_id,recorded_utc,track,transcript,path,sample_rate,raw_dur_s,speech_dur_s,clip_dur_s,trimmed_lead_s,trimmed_tail_s,in_lufs,out_lufs,gain_db,out_peak_dbfs,loudness_method,peak_limited
TextGen_MB,"Hey, can you hear me?",1,conv_1901m1ha279ge5d9tyt7r5frxkme,2026-09-02 14:58:41+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli_round3/TextGen_MB_hey-can-you-hear-me_take1.wav,16000,1.116,0.88,1.88,0.13,0.106,-15.27,-23.0,-7.73,-7.93,lufs,False
TextGen_MB,"Hey, can you hear me?",2,conv_5701m1ha2b36fxms6s2xzvy8ahg4,2026-09-02 14:58:44+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli_round3/TextGen_MB_hey-can-you-hear-me_take2.wav,16000,1.404,1.0,2.0,0.25,0.154,-16.09,-23.0,-6.91,-7.4,lufs,False
TextGen_MB,"Hey, can you hear me?",3,conv_5301m1ha2f6eekpr4aqvw31h0t7a,2026-09-02 14:58:49+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli_round3/TextGen_MB_hey-can-you-hear-me_take3.wav,16000,1.296,1.06,2.06,0.23,0.006,-21.58,-23.0,-1.42,-8.52,lufs,False
TextGen_MB,"Hey, how are you?",1,conv_9501m1h5dhdbef29zx32qjnvc1qx,2026-09-02 13:37:29+00:00,response_audio,"Hey, how are you?",export/voice_stimuli_round3/TextGen_MB_hey-how-are-you_take1.wav,16000,1.296,0.8,1.8,0.23,0.266,-15.29,-23.0,-7.71,-8.12,lufs,False
TextGen_MB,"Hey, how are you?",2,conv_2101m1h5dpqvfyd9782hqq8pcnr6,2026-09-02 13:37:34+00:00,response_audio,"Hey, how are you?",export/voice_stimuli_round3/TextGen_MB_hey-how-are-you_take2.wav,16000,1.368,1.06,2.06,0.17,0.138,-13.01,-23.0,-9.99,-10.42,lufs,False
TextGen_MB,"Hey, how are you?",3,conv_0801m1h5dtmefas9g6370trxqwxj,2026-09-02 13:37:38+00:00,response_audio,"Hey, how are you?",export/voice_stimuli_round3/TextGen_MB_hey-how-are-you_take3.wav,16000,1.296,0.8,1.8,0.23,0.266,-13.81,-23.0,-9.19,-10.19,lufs,False
TextGen_MB,"Just reading the instructions, I think I'm the interviewer for this chat.",1,conv_0101m1h60y7mf1p811aarf02jy3b,2026-09-02 13:48:04+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli_round3/TextGen_MB_just-reading-the-instructions-i_take1.wav,16000,3.852,3.54,4.54,0.25,0.062,-15.97,-23.0,-7.03,-7.48,lufs,False
TextGen_MB,"Just reading the instructions, I think I'm the interviewer for this chat.",2,conv_7001m1h615hzea6vscbvspmw1w4j,2026-09-02 13:48:12+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli_round3/TextGen_MB_just-reading-the-instructions-i_take2.wav,16000,3.78,3.34,4.34,0.29,0.15,-16.12,-23.0,-6.88,-7.79,lufs,False
TextGen_MB,"Just reading the instructions, I think I'm the interviewer for this chat.",3,conv_1401m1h61bnbe90snrj0t4xq3w6s,2026-09-02 13:48:18+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli_round3/TextGen_MB_just-reading-the-instructions-i_take3.wav,16000,3.6,3.18,4.18,0.25,0.17,-16.74,-23.0,-6.26,-6.63,lufs,False
TextGen_MS,"Hey, can you hear me?",1,conv_0901m1ha2xtmfn9b3k0yq7zaeht3,2026-09-02 14:59:04+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli_round3/TextGen_MS_hey-can-you-hear-me_take1.wav,16000,1.296,0.92,1.92,0.17,0.206,-12.99,-23.0,-10.01,-11.73,lufs,False
TextGen_MS,"Hey, can you hear me?",2,conv_3501m1ha31s0f7eab57rrs3gqw3h,2026-09-02 14:59:08+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli_round3/TextGen_MS_hey-can-you-hear-me_take2.wav,16000,1.26,0.9,1.9,0.25,0.11,-15.01,-23.0,-7.99,-9.04,lufs,False
TextGen_MS,"Hey, can you hear me?",3,conv_7401m1ha36nwfadabg8rpmdy8pbp,2026-09-02 14:59:13+00:00,response_audio,"Hey, can you hear me?",export/voice_stimuli_round3/TextGen_MS_hey-can-you-hear-me_take3.wav,16000,1.26,1.06,2.06,0.09,0.11,-14.1,-23.0,-8.9,-9.34,lufs,False
TextGen_MS,"Hey, how are you?",1,conv_1901m1h5ehe0fmkrs0m3qq7ag2vw,2026-09-02 13:38:01+00:00,response_audio,"Hey, how are you?",export/voice_stimuli_round3/TextGen_MS_hey-how-are-you_take1.wav,16000,1.224,0.76,1.76,0.27,0.194,-15.15,-23.0,-7.85,-10.0,lufs,False
TextGen_MS,"Hey, how are you?",2,conv_8901m1h5ephfewrbf5wgn93fmxcg,2026-09-02 13:38:07+00:00,response_audio,"Hey, how are you?",export/voice_stimuli_round3/TextGen_MS_hey-how-are-you_take2.wav,16000,1.44,0.98,1.98,0.17,0.29,-18.04,-23.0,-4.96,-7.59,lufs,False
TextGen_MS,"Hey, how are you?",3,conv_5501m1h5evdsf5jvjs7cqzrfy8v1,2026-09-02 13:38:12+00:00,response_audio,"Hey, how are you?",export/voice_stimuli_round3/TextGen_MS_hey-how-are-you_take3.wav,16000,1.296,0.9,1.9,0.23,0.166,-13.33,-23.0,-9.67,-10.26,lufs,False
TextGen_MS,"Just reading the instructions, I think I'm the interviewer for this chat.",1,conv_5201m1h620k6fey941gpsw05bfx5,2026-09-02 13:48:39+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli_round3/TextGen_MS_just-reading-the-instructions-i_take1.wav,16000,3.996,3.72,4.72,0.27,0.006,-14.13,-23.0,-8.87,-9.33,lufs,False
TextGen_MS,"Just reading the instructions, I think I'm the interviewer for this chat.",2,conv_1101m1h628f9f6t8avkws9n0bf45,2026-09-02 13:48:47+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli_round3/TextGen_MS_just-reading-the-instructions-i_take2.wav,16000,3.744,3.38,4.38,0.19,0.174,-13.41,-23.0,-9.59,-10.0,lufs,False
TextGen_MS,"Just reading the instructions, I think I'm the interviewer for this chat.",3,conv_9001m1h62fe8fjc91zep725gb64g,2026-09-02 13:48:55+00:00,response_audio,"Just reading the instructions, I think I'm the interviewer for this chat.",export/voice_stimuli_round3/TextGen_MS_just-reading-the-instructions-i_take3.wav,16000,3.78,3.38,4.38,0.21,0.19,-13.95,-23.0,-9.05,-9.48,lufs,False
